Process Date,Process ID,ProcessDate_ProcessID,Artifact type,Analysis,Artifact name,Fragment length
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5120-20,450
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5134-20,440
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5150-20,492
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5151-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5204-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5205-20,405
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5288-20,430
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5289-20,372
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5465-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5466-20,431
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5029-20,411
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5152-20,420
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4818-20,422
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4820-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4966-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4968-20,407
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,316-20-v2,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5344-20,433
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5003-20,340
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5004-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,6628-19-v2,379
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5290-20,387
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,24-20-v3,397
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5104-20,398
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,2619-19-v5,393
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5094-20,449
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,3076-20,443
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4043-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5009-20,429
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5010-20,402
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5067-20,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5068-20,421
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5120-20,450
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5134-20,440
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5150-20,492
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5151-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5204-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5205-20,405
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5288-20,430
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5289-20,372
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5465-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5466-20,431
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5029-20,411
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5152-20,420
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4818-20,422
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4820-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4966-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4968-20,407
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,316-20-v2,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5344-20,433
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5003-20,340
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5004-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,6628-19-v2,379
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5290-20,387
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,24-20-v3,397
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5104-20,398
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,2619-19-v5,393
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5094-20,449
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,3076-20,443
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4043-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5009-20,429
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5010-20,402
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5067-20,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5068-20,421
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5120-20,450
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5134-20,440
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5150-20,492
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5151-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5204-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5205-20,405
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5288-20,430
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5289-20,372
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5465-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5466-20,431
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5029-20,411
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5152-20,420
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4818-20,422
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4820-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4966-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4968-20,407
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,316-20-v2,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5344-20,433
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5003-20,340
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5004-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,6628-19-v2,379
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5290-20,387
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,24-20-v3,397
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5104-20,398
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,2619-19-v5,393
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5094-20,449
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,3076-20,443
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4043-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5009-20,429
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5010-20,402
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5067-20,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5068-20,421
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5120-20,450
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5134-20,440
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5150-20,492
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5151-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5204-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5205-20,405
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5288-20,430
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5289-20,372
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5465-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5466-20,431
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5029-20,411
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5152-20,420
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4818-20,422
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4820-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4966-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4968-20,407
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,316-20-v2,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5344-20,433
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5003-20,340
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5004-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,6628-19-v2,379
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5290-20,387
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,24-20-v3,397
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5104-20,398
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,2619-19-v5,393
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5094-20,449
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,3076-20,443
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4043-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5009-20,429
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5010-20,402
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5067-20,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5068-20,421
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5120-20,450
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5134-20,440
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5150-20,492
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5151-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5204-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5205-20,405
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5288-20,430
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5289-20,372
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5465-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5466-20,431
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5029-20,411
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5152-20,420
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4818-20,422
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4820-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4966-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4968-20,407
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,316-20-v2,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5344-20,433
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5003-20,340
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5004-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,6628-19-v2,379
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5290-20,387
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,24-20-v3,397
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5104-20,398
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,2619-19-v5,393
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5094-20,449
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,3076-20,443
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4043-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5009-20,429
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5010-20,402
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5067-20,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5068-20,421
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5120-20,450
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5134-20,440
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5150-20,492
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5151-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5204-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5205-20,405
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5288-20,430
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5289-20,372
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5465-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5466-20,431
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5029-20,411
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5152-20,420
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4818-20,422
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4820-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4966-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4968-20,407
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,316-20-v2,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5344-20,433
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5003-20,340
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5004-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,6628-19-v2,379
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5290-20,387
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,24-20-v3,397
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5104-20,398
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,2619-19-v5,393
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5094-20,449
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,3076-20,443
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4043-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5009-20,429
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5010-20,402
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5067-20,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5068-20,421
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5120-20,450
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5134-20,440
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5150-20,492
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5151-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5204-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5205-20,405
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5288-20,430
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5289-20,372
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5465-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5466-20,431
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5029-20,411
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5152-20,420
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4818-20,422
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4820-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4966-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4968-20,407
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,316-20-v2,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5344-20,433
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5003-20,340
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5004-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,6628-19-v2,379
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5290-20,387
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,24-20-v3,397
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5104-20,398
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,2619-19-v5,393
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5094-20,449
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,3076-20,443
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4043-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5009-20,429
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5010-20,402
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5067-20,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5068-20,421
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5120-20,450
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5134-20,440
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5150-20,492
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5151-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5204-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5205-20,405
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5288-20,430
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5289-20,372
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5465-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5466-20,431
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5029-20,411
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5152-20,420
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4818-20,422
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4820-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4966-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4968-20,407
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,316-20-v2,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5344-20,433
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5003-20,340
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5004-20,412
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,6628-19-v2,379
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5290-20,387
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,24-20-v3,397
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5104-20,398
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,2619-19-v5,393
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5094-20,449
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,3076-20,443
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,4043-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5009-20,429
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5010-20,402
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5067-20,403
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5068-20,421
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5120-20,450
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5134-20,440
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5150-20,492
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5151-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5204-20,425
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5205-20,405
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5288-20,430
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5289-20,372
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5465-20,415
2020-06-24,24-95614,2020-06-24_24-95614,analyte,Parad - GMSMyeloidv1.0,5466-20,431
