Process Date,Process ID,ProcessDate_ProcessID,Artifact type,Analysis,Artifact name,Concentration,Fragment length
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Oparad - MPN - GMSMyeloidv1.0,3993-20,51.9,553
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Oparad - MPN - GMSMyeloidv1.0,4043-20,56.1,612
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Oparad - MPN - GMSMyeloidv1.0,4042-20,48.7,638
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Parad - GMSMyeloidv1.0,3790-20,44.6,604
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Oparad - MPN - GMSMyeloidv1.0,4080-20,52.2,628
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Parad - GMSMyeloidv1.0,3710-20,48.7,622
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Parad - GMSMyeloidv1.0,3712-20,46,650
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Parad - GMSMyeloidv1.0,3352-20,44,602
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Parad - GMSMyeloidv1.0,355-19-v6,45.9,609
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Parad - GMSMyeloidv1.0,3350-20,53.6,626
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Parad - GMSMyeloidv1.0,3916-20,41.3,629
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Parad - GMSMyeloidv1.0,3792-20,35.3,596
2020-05-12,24-90385,2020-05-12_24-90385,analyte,Parad - GMSMyeloidv1.0,3793-20,39.9,614
2020-05-13,24-90505,2020-05-13_24-90505,pool,TwistMyeloid,TwistMyeloid_27-64823,6.02,618
2020-05-13,24-90505,2020-05-13_24-90505,pool,TwistMyeloid,TwistMyeloid_27-64822,6.17,616
2020-05-13,24-90505,2020-05-13_24-90505,pool,TwistMyeloid,TwistMyeloid_27-64821,6.26,621
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - MPN - GMSMyeloidv1.0,4364-20,42.1,587
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4058-19-v2,54.2,554
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4012-20,60.4,543
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,3030-19-v2,50.3,570
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4014-20,56.6,594
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4016-20,60.2,565
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4119-20,42.4,608
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4121-20,40.8,578
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - MPN - GMSMyeloidv1.0,4146-20,41.8,558
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - MPN - GMSMyeloidv1.0,4159-20,43.6,572
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4164-20,42.6,568
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - MPN - GMSMyeloidv1.0,4175-20,47.9,563
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4212-20,43.5,541
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - KLL - GMSMyeloidv1.0,4230-20,46.5,573
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - KLL - GMSMyeloidv1.0,4231-20,48.5,590
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - MPN - GMSMyeloidv1.0,4232-20,43.5,580
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4068-20,48.3,579
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4057-20,45.9,584
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - KLL - GMSMyeloidv1.0,4105-20,39.2,594
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4069-20,39.5,608
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - MPN - GMSMyeloidv1.0,4022-20,55.8,585
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4017-20,56.6,562
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4056-20,51.9,564
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - MPN - GMSMyeloidv1.0,4024-20,50.4,627
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4116-20,44.9,586
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4115-20,50.5,558
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - MPN - GMSMyeloidv1.0,4410-20,48.2,586
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - KLL - GMSMyeloidv1.0,4240-20,44.9,579
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4062-20,42,594
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Parad - GMSMyeloidv1.0,4060-20,37.2,583
2020-05-19,24-91042,2020-05-19_24-91042,analyte,Oparad - MPN - GMSMyeloidv1.0,4345-20,48.1,653
2020-05-20,24-91224,2020-05-20_24-91224,pool,TwistMyeloid,TwistMyeloid_27-65304,6.96,633
2020-05-20,24-91224,2020-05-20_24-91224,pool,TwistMyeloid,TwistMyeloid_27-65301,6.9,633
2020-05-20,24-91224,2020-05-20_24-91224,pool,TwistMyeloid,TwistMyeloid_27-65302,6.8,630
2020-05-20,24-91224,2020-05-20_24-91224,pool,TwistMyeloid,TwistMyeloid_27-65303,6.21,607
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4204-20,33,625
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4233-20,21.4,579
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4236-20,38,577
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4248-20,37.4,569
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4067-20,37.1,588
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4195-20,28.7,577
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4197-20,38.1,586
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4203-20,36.6,603
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4308-20,27.5,574
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4397-20,50.7,594
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4210-20,25.6,589
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4306-20,28.8,591
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4250-20,28.2,595
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4280-20,39.3,594
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Oparad - MPN - GMSMyeloidv1.0,4486-20,24.3,601
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Oparad - MPN - GMSMyeloidv1.0,4490-20,23.1,610
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4398-20,37.3,590
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4065-20,32.2,567
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,2859-19-v2,39,552
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,1039-16,27.7,567
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Oparad - AML - GMSMyeloidv1.0,4470-20,39.4,593
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Oparad - KLL - GMSMyeloidv1.0,4468-20,42.9,611
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Oparad - KLL - GMSMyeloidv1.0,4459-20,37.5,606
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Oparad - MPN - GMSMyeloidv1.0,4434-20,30.7,648
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4426-20,45.6,602
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4314-20,32,584
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4313-20,30,578
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4282-20,24.2,590
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4523-20,38,592
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Oparad - MPN - GMSMyeloidv1.0,4477-20,27.1,569
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Oparad - MPN - GMSMyeloidv1.0,4473-20,32.9,598
2020-05-26,24-91815,2020-05-26_24-91815,analyte,Parad - GMSMyeloidv1.0,4118-20,27.8,596
2020-05-27,24-91948,2020-05-27_24-91948,pool,TwistMyeloid,TwistMyeloid_27-65898,6.33,683
2020-05-27,24-91948,2020-05-27_24-91948,pool,TwistMyeloid,TwistMyeloid_27-65899,6.11,638
2020-05-27,24-91948,2020-05-27_24-91948,pool,TwistMyeloid,TwistMyeloid_27-65896,6.63,654
2020-05-27,24-91948,2020-05-27_24-91948,pool,TwistMyeloid,TwistMyeloid_27-65897,6.31,666
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - MPN - GMSMyeloidv1.0,4673-20,32.7,565
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - MPN - GMSMyeloidv1.0,4694-20,35.7,562
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Parad - GMSMyeloidv1.0,4672-20,289,580
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - MPN - GMSMyeloidv1.0,4714-20,35.4,570
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - AlloSCT - GMSMyeloidv1.0,4716-20,43.3,564
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - MPN - GMSMyeloidv1.0,4712-20,36.6,565
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - MPN - GMSMyeloidv1.0,4713-20,37.8,579
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - KLL - GMSMyeloidv1.0,4729-20,41.3,578
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - KLL - GMSMyeloidv1.0,4742-20,43,589
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - MPN - GMSMyeloidv1.0,4648-20,35.4,571
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Parad - GMSMyeloidv1.0,4776-20,43.7,562
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Parad - GMSMyeloidv1.0,4580-20,43.1,541
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - MPN - GMSMyeloidv1.0,4762-20,42.7,576
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - MPN - GMSMyeloidv1.0,4759-20,42.5,579
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Parad - GMSMyeloidv1.0,73-20-v2,42.843,544
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Parad - GMSMyeloidv1.0,9426-19-v3,40.5,565
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Parad - GMSMyeloidv1.0,4595-20,32.3,578
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Parad - GMSMyeloidv1.0,4476-20,35.2,562
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Parad - GMSMyeloidv1.0,4475-20,39.3,573
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Parad - GMSMyeloidv1.0,1779-20-v2,37.8,566
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Parad - GMSMyeloidv1.0,5845-19-v2,32.8,569
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - MPN - GMSMyeloidv1.0,4492-20,46.2,548
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - KLL - GMSMyeloidv1.0,4633-20,39.5,585
2020-06-02,24-92746,2020-06-02_24-92746,analyte,Oparad - KLL - GMSMyeloidv1.0,4618-20,38.6,562
2020-06-03,24-92936,2020-06-03_24-92936,pool,TwistMyeloid,TwistMyeloid_27-66682,8.21,607
2020-06-03,24-92936,2020-06-03_24-92936,pool,TwistMyeloid,TwistMyeloid_27-66681,7.68,670
2020-06-03,24-92936,2020-06-03_24-92936,pool,TwistMyeloid,TwistMyeloid_27-66680,7.91,598
2020-06-04,24-93196,2020-06-04_24-93196,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,4520-20,38.1,N/A
2020-06-04,24-93303,2020-06-04_24-93303,pool,TwistHereditarySolid,TwistHereditarySolid_27-66972,10.5,583
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Parad - GMSMyeloidv1.0,5845-19-v2,32.3,569
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Parad - GMSMyeloidv1.0,1779-20-v2,41.3,603
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Parad - GMSMyeloidv1.0,4475-20,32.9,559
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Parad - GMSMyeloidv1.0,4595-20,38.1,568
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Parad - GMSMyeloidv1.0,4476-20,33.2,571
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Oparad - AlloSCT - GMSMyeloidv1.0,4716-20,39.4,570
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Parad - GMSMyeloidv1.0,4672-20,36.8,589
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Parad - GMSMyeloidv1.0,73-20-v2,34.7,606
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Parad - GMSMyeloidv1.0,9426-19-v3,33.2,577
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Parad - GMSMyeloidv1.0,4776-20,33.8,568
2020-06-09,24-93743,2020-06-09_24-93743,analyte,Parad - GMSMyeloidv1.0,4580-20,37.8,550
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Oparad - AlloSCT - GMSMyeloidv1.0,5047-20,42.3,607
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,5080-20,34.4,580
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Oparad - KLL - GMSMyeloidv1.0,4970-20,34.7,577
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,4978-20,32.5,569
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,4985-20,37.6,564
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,4998-20,36.2,582
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,8315-18,32.8,579
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,4944-20,40.1,559
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5030-20,32.6,579
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5077-20,31.2,556
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Oparad - KLL - GMSMyeloidv1.0,4797-20,20,614
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Oparad - MPN - GMSMyeloidv1.0,4774-20,27.3,556
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Oparad - MPN - GMSMyeloidv1.0,4810-20,30.7,575
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,4809-20,34.6,564
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,11075-18,28.2,590
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,10820-18,33.9,570
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Oparad - MPN - GMSMyeloidv1.0,4949-20,27,611
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Oparad - MPN - GMSMyeloidv1.0,4832-20,33.7,569
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,4696-20,39.4,589
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5092-20,35.3,562
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5082-20,29.6,594
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5081-20,35.7,563
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,4793-20,40.4,555
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,4782-20,33.7,583
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,4780-20,32.3,587
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,4697-20,35.7,565
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Oparad - AlloSCT - GMSMyeloidv1.0,5100-20,41.7,551
2020-06-09,24-93812,2020-06-09_24-93812,analyte,Parad - GMSMyeloidv1.0,4794-20,35,566
2020-06-10,24-93869,2020-06-10_24-93869,pool,TwistMyeloid,TwistMyeloid_27-67305,7.23,650
2020-06-10,24-93869,2020-06-10_24-93869,pool,TwistMyeloid,TwistMyeloid_27-67304,7.15,631
2020-06-10,24-93869,2020-06-10_24-93869,pool,TwistMyeloid,TwistMyeloid_27-67288,6.75,724
2020-06-10,24-93869,2020-06-10_24-93869,pool,TwistHereditarySolid,TwistHereditarySolid_27-67306,9.11,621
2020-06-10,24-93869,2020-06-10_24-93869,pool,TwistMyeloid,TwistMyeloid_27-67307,7.05,612
2020-06-10,24-93869,2020-06-10_24-93869,pool,TwistMyeloid,TwistMyeloid_27-67370,6.64,631
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5205-20,22.1,585
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5337-20,24,551
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5003-20,28,591
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5344-20,25.7,580
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5204-20,25.6,587
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5151-20,26.1,400
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5067-20,13.3,577
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5010-20,17.8,568
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5324-20,29.1,562
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - KLL - GMSMyeloidv1.0,5231-20,32.8,602
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,4818-20,30.4,764
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - KLL - GMSMyeloidv1.0,5283-20,31,580
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,4966-20,28.9,535
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,4820-20,27.3,593
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,316-20-v2,28.5,585
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,4968-20,26.7,574
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5280-20,28.7,554
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5094-20,28.9,567
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5364-20,26.3,621
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5150-20,26.1,593
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - KLL - GMSMyeloidv1.0,5327-20,28,568
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5134-20,16.8,589
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5120-20,14.5,553
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5373-20,27.1,589
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5068-20,14.7,553
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5334-20,30,585
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5004-20,29.5,613
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,6628-19-v2,21.1,582
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5009-20,16.9,579
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - AML - GMSMyeloidv1.0,5147-20,38.8,620
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,3076-20,16.7,552
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5253-20,31.7,549
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5259-20,33,583
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5246-20,27.7,595
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5248-20,33.4,581
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5197-20,36.1,567
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5229-20,22.4,601
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5096-20,27,597
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5116-20,31.2,591
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5321-20,28.8,568
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - KLL - GMSMyeloidv1.0,5163-20,32,545
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5290-20,25.8,567
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5226-20,24.4,547
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,24-20-v3,27.2,581
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5104-20,28.5,612
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - KLL - GMSMyeloidv1.0,5216-20,30.6,610
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5282-20,35,585
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5286-20,27.3,577
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,2619-19-v5,27.4,584
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5029-20,24.5,555
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,5152-20,27.7,537
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Parad - GMSMyeloidv1.0,4043-20,19.6,669
2020-06-16,24-94695,2020-06-16_24-94695,analyte,Oparad - MPN - GMSMyeloidv1.0,5361-20,28.3,534
2020-06-17,24-94930,2020-06-17_24-94930,pool,TwistMyeloid,TwistMyeloid_27-67988,5.29,590
2020-06-17,24-94930,2020-06-17_24-94930,pool,TwistMyeloid,TwistMyeloid_27-67989,5.83,586
2020-06-17,24-94930,2020-06-17_24-94930,pool,TwistMyeloid,TwistMyeloid_27-67982,5.45,620
2020-06-17,24-94930,2020-06-17_24-94930,pool,TwistHereditarySolid,TwistHereditarySolid_27-67986,8.22,622
2020-06-17,24-94930,2020-06-17_24-94930,pool,TwistMyeloid,TwistMyeloid_27-67987,5.69,609
2020-06-17,24-94930,2020-06-17_24-94930,pool,TwistMyeloid,TwistMyeloid_27-67983,6.11,622
2020-06-17,24-94930,2020-06-17_24-94930,pool,TwistMyeloid,TwistMyeloid_27-67984,5.47,618
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5250-20,37.4,587
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5420-20,37.2,566
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5419-20,44,579
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5350-20,44,569
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5349-20,40.5,595
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5366-20,42.2,571
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5365-20,44.7,582
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5208-20,42.4,570
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5206-20,41.2,590
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Oparad - MPN - GMSMyeloidv1.0,5198-20,44.3,573
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,4623-20,42.5,581
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,4116-20-v3,41.8,579
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,4116-20-v2,43.1,587
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5508-20,41.6,609
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5505-20,45.8,606
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5325-20,50,570
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5249-20,42.1,575
