Analysis,Classification,Date received,Workflow started (date),Progress,Workflow finished (date),Department,Species,Sequencing runs,Desired read count,Sample concentration (ng/ul),Library concentration (ng/ul),Library concentration (date)
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,4.58,1.35,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,19,3.64,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,41.6,2.43,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,41.9,4.58,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,25.1,5.42,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,37.4,7.5,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,30.7,3.07,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,12.5,3.16,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,41.2,3.89,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,49.5,5.7,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,9.41,4.17,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,44.1,5.08,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,108,4.53,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,90.2,5.63,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,4.29,3.03,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,15.9,5.6,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,58.4,4.22,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,40,5.98,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,47.1,4.71,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,15.3,4.89,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,4.84,3.69,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,82.9,5.38,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,101,6.87,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,27.2,4.37,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,13.4,5.97,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,1.48,4.16,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,2.48,4.19,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,20.2,4.82,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,59.2,4.82,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,16.1,5.38,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,77.4,3.46,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,27.1,6.73,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,1.39,4.66,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,10.5,5.58,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,8.67,3.81,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,5.58,2.42,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,12.1,4.34,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,20.2,5.62,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,74.6,4.26,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,161,3.12,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,19.9,7.78,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,49,8.85,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,16.3,6.27,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,2.73,4.76,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,7.93,3.98,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,21.3,7.3,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,12.1,3.68,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,21.6,5.26,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,110,4.77,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,8.38,5.61,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,sbovis,1,2000000,14.1,6.18,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,10kb-plasmid,1,1000000,15,10.6,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-15,2020-01-15,Sequencing and Data Analysis Complete,2020-02-06,CTG - Bo Nilsson,10kb-plasmid,1,1000000,17.7,6.92,2020-01-23
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,5.91,4.68,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,4.28,5.61,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,4.47,1.38,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,5.11,5.39,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,5.1,4.87,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,4.03,4.65,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,3.68,5.37,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,9.25,3.4,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,3.91,3.07,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,1.76,4.36,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,2.22,4.67,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,4.1,4.38,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-17,2020-01-17,Sequencing and Data Analysis Complete,2020-01-20,Klinisk Mikrobiologi,saureus,1,2100000,5.11,3.97,2020-01-17
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,3.49,3.69,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-22,2020-01-22,Sequencing and Data Analysis Complete,2020-01-24,Klinisk Mikrobiologi,saureus,1,2100000,5.37,5.59,2020-01-22
Microbiology WGS Nextera XT,Rutinprov,2020-01-22,2020-01-22,Sequencing and Data Analysis Complete,2020-01-24,Klinisk Mikrobiologi,saureus,1,2100000,8.27,4.97,2020-01-22
Microbiology WGS Nextera XT,Rutinprov,2020-01-22,2020-01-22,Sequencing and Data Analysis Complete,2020-01-24,Klinisk Mikrobiologi,saureus,1,2100000,10.2,5.33,2020-01-22
Microbiology WGS Nextera XT,Rutinprov,2020-01-22,2020-01-22,Sequencing and Data Analysis Complete,2020-01-24,Klinisk Mikrobiologi,saureus,1,2100000,7.25,5.63,2020-01-22
Microbiology WGS Nextera XT,Rutinprov,2020-01-22,2020-01-22,Sequencing and Data Analysis Complete,2020-01-24,Klinisk Mikrobiologi,saureus,1,2100000,3.03,5.17,2020-01-22
Microbiology WGS Nextera XT,Rutinprov,2020-01-22,2020-01-22,Sequencing and Data Analysis Complete,2020-01-24,Klinisk Mikrobiologi,saureus,1,2100000,2.64,5.55,2020-01-22
Microbiology WGS Nextera XT,Rutinprov,2020-01-22,2020-01-22,Sequencing and Data Analysis Complete,2020-01-24,Klinisk Mikrobiologi,saureus,1,2100000,4.63,5.14,2020-01-22
Microbiology WGS Nextera XT,Rutinprov,2020-01-22,2020-01-22,Sequencing and Data Analysis Complete,2020-01-24,Klinisk Mikrobiologi,saureus,1,2100000,4.37,4.12,2020-01-22
Microbiology WGS Nextera XT,Rutinprov,2020-01-22,2020-01-22,Sequencing and Data Analysis Complete,2020-01-24,Klinisk Mikrobiologi,saureus,1,2100000,5.05,5.22,2020-01-22
Microbiology WGS Nextera XT,Rutinprov,2020-01-24,2020-01-24,Sequencing and Data Analysis Complete,2020-01-27,Klinisk Mikrobiologi,saureus,2,2100000,5.65,4.6,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,2.5,3.86,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-24,2020-01-24,Sequencing and Data Analysis Complete,2020-01-27,Klinisk Mikrobiologi,saureus,2,2100000,2.46,4.13,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-24,2020-01-24,Sequencing and Data Analysis Complete,2020-01-27,Klinisk Mikrobiologi,saureus,2,2100000,4.45,4.8,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-24,2020-01-24,Sequencing and Data Analysis Complete,2020-01-27,Klinisk Mikrobiologi,saureus,2,2100000,5.07,4.38,2020-01-24
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,1.91,5.03,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,3.27,5.41,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,2.29,5.43,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,3.85,5.98,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,1.46,5.94,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,2.29,6.17,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,4.63,5.56,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,3.46,4.01,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,4.87,5.91,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,3.18,6.13,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,3.38,5.53,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,3.06,4.93,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,11.5,6.33,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,7,6,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,5.91,4.2,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,13.6,5.95,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,9.18,5.74,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,7.96,5.49,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-08,2020-01-08,Sequencing and Data Analysis Complete,2020-01-09,Klinisk Mikrobiologi,saureus,1,1600000,9.78,2.03,2020-01-08
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,10.8,5.17,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,10.8,5.55,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,5.56,5.26,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,6.4,5.91,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,3.66,5.09,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,4.88,5.4,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,6.76,5.71,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,4.59,5.35,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-29,2020-01-29,Sequencing and Data Analysis Complete,2020-01-31,Klinisk Mikrobiologi,saureus,1,2100000,4.52,5.78,2020-01-29
Microbiology WGS Nextera XT,Rutinprov,2020-01-31,2020-01-31,Sequencing and Data Analysis Complete,2020-02-03,Klinisk Mikrobiologi,saureus,1,2100000,12.2,5.38,2020-01-31
Microbiology WGS Nextera XT,Rutinprov,2020-01-08,2020-01-08,Sequencing and Data Analysis Complete,2020-01-09,Klinisk Mikrobiologi,saureus,1,1600000,17.1,2.74,2020-01-08
Microbiology WGS Nextera XT,Rutinprov,2020-01-31,2020-01-31,Sequencing and Data Analysis Complete,2020-02-03,Klinisk Mikrobiologi,saureus,1,2100000,2.67,5.15,2020-01-31
Microbiology WGS Nextera XT,Rutinprov,2020-01-31,2020-01-31,Sequencing and Data Analysis Complete,2020-02-03,Klinisk Mikrobiologi,saureus,1,2100000,8.25,5.41,2020-01-31
Microbiology WGS Nextera XT,Rutinprov,2020-01-31,2020-01-31,Sequencing and Data Analysis Complete,2020-02-03,Klinisk Mikrobiologi,saureus,1,2100000,13.5,5.94,2020-01-31
Microbiology WGS Nextera XT,Rutinprov,2020-01-31,2020-01-31,Sequencing and Data Analysis Complete,2020-02-03,Klinisk Mikrobiologi,saureus,1,2100000,21.3,6.12,2020-01-31
Microbiology WGS Nextera XT,Rutinprov,2020-02-05,2020-02-05,Sequencing and Data Analysis Complete,2020-02-07,Klinisk Mikrobiologi,saureus,1,2100000,4.18,4.96,2020-02-05
Microbiology WGS Nextera XT,Rutinprov,2020-02-05,2020-02-05,Sequencing and Data Analysis Complete,2020-02-07,Klinisk Mikrobiologi,saureus,1,2100000,3.72,3.87,2020-02-05
Microbiology WGS Nextera XT,Rutinprov,2020-02-05,2020-02-05,Sequencing and Data Analysis Complete,2020-02-07,Klinisk Mikrobiologi,saureus,1,2100000,6.42,4.48,2020-02-05
Microbiology WGS Nextera XT,Rutinprov,2020-02-05,2020-02-05,Sequencing and Data Analysis Complete,2020-02-07,Klinisk Mikrobiologi,saureus,1,2100000,4.46,4.89,2020-02-05
Microbiology WGS Nextera XT,Rutinprov,2020-02-05,2020-02-05,Sequencing and Data Analysis Complete,2020-02-07,Klinisk Mikrobiologi,saureus,1,2100000,3.37,4.9,2020-02-05
Microbiology WGS Nextera XT,Rutinprov,2020-02-05,2020-02-05,Sequencing and Data Analysis Complete,2020-02-07,Klinisk Mikrobiologi,saureus,1,2100000,2.36,5.03,2020-02-05
Microbiology WGS Nextera XT,Rutinprov,2020-01-08,2020-01-08,Sequencing and Data Analysis Complete,2020-01-09,Klinisk Mikrobiologi,saureus,1,1600000,37.1,2.88,2020-01-08
Microbiology WGS Nextera XT,Rutinprov,2020-02-05,2020-02-05,Sequencing and Data Analysis Complete,2020-02-07,Klinisk Mikrobiologi,saureus,1,2100000,2.6,5.29,2020-02-05
Microbiology WGS Nextera XT,Rutinprov,2020-02-05,2020-02-05,Sequencing and Data Analysis Complete,2020-02-07,Klinisk Mikrobiologi,saureus,1,2100000,7.66,4.83,2020-02-05
Microbiology WGS Nextera XT,Rutinprov,2020-02-05,2020-02-05,Sequencing and Data Analysis Complete,2020-02-07,Klinisk Mikrobiologi,saureus,1,2100000,7.27,4.6,2020-02-05
Microbiology WGS Nextera XT,Rutinprov,2020-02-05,2020-02-05,Sequencing and Data Analysis Complete,2020-02-07,Klinisk Mikrobiologi,saureus,1,2100000,4.01,4.62,2020-02-05
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,5.95,4.57,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,4.82,4.76,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,4.99,5.43,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,3,5.49,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,2.83,4.39,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,1.72,5.55,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-01-08,2020-01-08,Sequencing and Data Analysis Complete,2020-01-09,Klinisk Mikrobiologi,saureus,1,1600000,12.9,2.12,2020-01-08
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,2.92,5.53,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,5.25,5.16,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,3.46,3.7,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,2.78,3.21,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-02-07,2020-02-07,Sequencing and Data Analysis Complete,2020-02-10,Klinisk Mikrobiologi,saureus,1,2100000,7.68,5.2,2020-02-07
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,7.25,3.47,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,5.67,4.25,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,17.4,6.5,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,10.8,6.1,2020-02-12
