Process Date,Process ID,ProcessDate_ProcessID,Analysis,Artifact name,Concentration,Fragment length
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3171-20,5.25,385
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,2870-20,40.9,447
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0086,2.8,402
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0084,18,430
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0097,1.61,370
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0096,12.8,391
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0085,7.63,407
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0087,1.79,393
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0101,0.59,373
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0100,1.12,371
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0099,4,384
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0098,10.7,409
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3167-20,23.4,424
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0102,2.58,383
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3168-20,32.8,429
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Bladder,20KFU0089,27.7,418
2020-04-07,24-86518,2020-04-07_24-86518,TruSeq Stranded mRNA - Fusion,3170-20,15.6,392
2020-04-15,24-87078,2020-04-15_24-87078,TruSeq Stranded mRNA - Fusion,3223-20,35.4,414
2020-04-15,24-87078,2020-04-15_24-87078,TruSeq Stranded mRNA - Fusion,3221-20,31,429
2020-04-15,24-87078,2020-04-15_24-87078,TruSeq Stranded mRNA - Fusion,3222-20,33.8,420
2020-04-15,24-87078,2020-04-15_24-87078,TruSeq Stranded mRNA - Fusion,3223-20,35.4,414
2020-04-15,24-87078,2020-04-15_24-87078,TruSeq Stranded mRNA - Fusion,3221-20,31,429
2020-04-15,24-87078,2020-04-15_24-87078,TruSeq Stranded mRNA - Fusion,3222-20,33.8,420
